customer_id,order_date,order_value
666,2024-02-26,80.0
667,2024-01-20,48.47
668,2023-10-24,158.32
668,2023-12-19,172.98
668,2024-02-14,204.64
668,2024-04-10,148.97
668,2024-06-06,143.3
668,2024-08-01,127.77
668,2024-09-27,164.82
668,2024-11-23,127.1
669,2024-10-23,149.59
669,2024-10-29,110.03
669,2024-11-05,132.66
669,2024-11-12,82.64
669,2024-11-19,126.03
669,2024-11-26,92.66
669,2024-12-03,112.1
669,2024-12-10,178.02
669,2024-12-17,146.04
669,2024-12-24,119.53
670,2024-08-01,84.23
670,2024-08-12,116.45
670,2024-08-24,88.85
670,2024-09-05,128.98
670,2024-09-17,123.94
670,2024-09-29,114.85
670,2024-10-11,149.85
670,2024-10-23,108.37
670,2024-11-04,130.72
670,2024-11-16,143.06
670,2024-11-28,85.46
670,2024-12-10,103.83
670,2024-12-22,123.89
671,2024-03-18,212.41
672,2024-03-09,90.34
673,2024-04-13,141.69
673,2024-04-18,157.83
673,2024-04-23,129.95
674,2023-10-18,130.26
675,2024-01-28,104.44
675,2024-03-23,101.44
675,2024-05-17,114.25
675,2024-07-11,100.58
675,2024-09-04,105.39
675,2024-10-29,117.89
675,2024-12-23,104.91
676,2024-02-27,50.42
677,2024-05-10,147.93
678,2024-11-14,197.29
678,2024-11-16,180.42
678,2024-11-18,188.85
678,2024-11-20,227.55
678,2024-11-22,165.38
678,2024-11-24,146.78
678,2024-11-26,134.57
678,2024-11-29,216.81
679,2024-03-15,114.16
679,2024-04-24,152.87
679,2024-06-03,90.08
679,2024-07-13,73.1
679,2024-08-22,176.45
679,2024-10-01,130.07
679,2024-11-10,133.62
679,2024-12-21,117.13
680,2024-10-06,118.41
680,2024-10-09,142.06
680,2024-10-13,82.66
680,2024-10-16,131.87
680,2024-10-20,130.33
680,2024-10-23,131.86
680,2024-10-27,125.65
680,2024-10-31,114.53
680,2024-11-03,93.88
680,2024-11-07,143.05
680,2024-11-10,131.93
680,2024-11-14,105.05
680,2024-11-17,141.0
680,2024-11-21,132.06
680,2024-11-25,127.91
680,2024-11-28,85.51
680,2024-12-02,156.5
680,2024-12-05,108.61
680,2024-12-09,141.01
680,2024-12-13,119.23
681,2024-06-10,212.82
681,2024-06-30,192.83
681,2024-07-21,194.47
681,2024-08-11,140.04
681,2024-09-01,176.63
681,2024-09-21,178.95
681,2024-10-12,215.16
681,2024-11-02,171.91
681,2024-11-23,191.19
682,2024-02-10,242.96
682,2024-02-27,267.0
682,2024-03-15,203.69
682,2024-04-01,205.96
682,2024-04-18,189.22
682,2024-05-05,265.96
682,2024-05-22,263.15
682,2024-06-08,268.73
682,2024-06-25,229.37
682,2024-07-13,232.22
682,2024-07-30,243.28
682,2024-08-16,282.4
682,2024-09-02,288.65
682,2024-09-19,266.15
682,2024-10-06,254.58
682,2024-10-23,279.69
682,2024-11-09,239.91
682,2024-11-26,236.53
682,2024-12-14,243.08
683,2023-11-20,141.56
684,2023-09-17,248.36
685,2023-11-18,177.09
685,2024-01-19,191.53
685,2024-03-21,239.74
685,2024-05-22,212.69
685,2024-07-23,200.96
685,2024-09-23,187.24
685,2024-11-24,172.65
686,2024-02-13,207.77
686,2024-03-16,183.88
686,2024-04-18,107.91
686,2024-05-20,142.84
686,2024-06-22,185.58
686,2024-07-24,164.72
686,2024-08-26,159.99
686,2024-09-27,146.38
686,2024-10-30,197.65
686,2024-12-02,185.36
687,2024-05-16,78.57
688,2023-05-19,110.6
688,2023-07-20,141.75
688,2023-09-20,209.18
688,2023-11-22,104.79
688,2024-01-23,118.72
688,2024-03-25,155.23
688,2024-05-27,194.04
689,2023-09-01,183.69
690,2024-08-09,136.01
690,2024-08-19,170.57
690,2024-08-30,112.31
690,2024-09-10,174.72
690,2024-09-21,153.45
690,2024-10-02,147.1
690,2024-10-13,111.39
690,2024-10-24,127.97
690,2024-11-04,182.43
690,2024-11-15,147.25
690,2024-11-26,159.43
691,2024-11-15,54.97
692,2024-01-10,138.53
692,2024-03-05,152.57
692,2024-04-30,174.55
692,2024-06-24,155.83
692,2024-08-19,153.94
692,2024-10-13,208.71
692,2024-12-08,137.34
693,2024-07-24,131.73
693,2024-08-06,133.06
693,2024-08-20,102.6
693,2024-09-03,84.92
693,2024-09-17,66.1
693,2024-10-01,99.98
693,2024-10-14,128.52
693,2024-10-28,88.42
693,2024-11-11,117.78
693,2024-11-25,78.45
693,2024-12-09,109.51
694,2024-06-20,75.52
695,2023-12-02,117.11
696,2024-01-26,143.25
696,2024-02-08,182.73
696,2024-02-21,221.18
696,2024-03-05,179.28
697,2024-04-24,282.45
698,2023-11-22,207.84
699,2024-05-07,164.99
699,2024-06-04,209.49
699,2024-07-02,174.35
699,2024-07-30,188.64
699,2024-08-27,150.45
699,2024-09-24,169.9
699,2024-10-22,163.22
699,2024-11-19,190.74
699,2024-12-18,187.43
700,2024-01-14,139.85
700,2024-03-18,109.54
700,2024-05-22,162.24
700,2024-07-25,132.42
700,2024-09-28,127.13
700,2024-12-02,146.84
701,2024-12-08,73.72
701,2024-12-08,126.7
701,2024-12-08,102.36
701,2024-12-08,58.22
701,2024-12-08,109.06
701,2024-12-09,86.28
701,2024-12-09,78.4
701,2024-12-09,71.64
701,2024-12-09,125.26
701,2024-12-09,51.12
701,2024-12-10,79.32
702,2024-07-06,176.2
702,2024-07-29,235.58
702,2024-08-21,163.47
702,2024-09-14,203.98
702,2024-10-07,209.55
702,2024-10-31,175.32
702,2024-11-23,214.79
702,2024-12-17,184.5
703,2023-06-19,89.79
703,2023-08-23,71.11
703,2023-10-27,110.16
703,2024-01-01,80.32
703,2024-03-06,112.65
703,2024-05-11,94.11
704,2024-07-21,185.43
704,2024-08-25,116.32
704,2024-09-29,149.07
704,2024-11-03,208.23
704,2024-12-08,142.23
705,2023-09-25,214.8
706,2023-07-17,184.19
706,2023-09-02,110.66
706,2023-10-20,112.39
706,2023-12-07,107.3
706,2024-01-24,162.61
706,2024-03-12,126.17
706,2024-04-29,116.6
707,2023-10-24,147.59
707,2023-12-01,207.13
707,2024-01-08,178.6
707,2024-02-15,139.45
707,2024-03-24,133.6
707,2024-05-01,150.28
708,2023-08-10,78.14
709,2024-05-04,167.18
710,2024-01-28,96.06
711,2024-07-05,172.78
712,2023-05-29,288.44
712,2023-10-27,238.62
712,2024-03-27,274.91
713,2024-04-03,66.78
714,2024-02-29,181.32
714,2024-03-28,190.11
714,2024-04-25,178.1
714,2024-05-24,173.07
715,2023-12-12,200.01
715,2024-01-22,172.81
715,2024-03-04,171.47
715,2024-04-14,214.18
715,2024-05-26,173.88
715,2024-07-06,176.28
715,2024-08-17,186.5
715,2024-09-27,171.94
715,2024-11-08,153.88
715,2024-12-20,183.84
716,2024-07-02,310.25
717,2024-11-30,261.9
717,2024-11-30,216.05
717,2024-12-01,233.88
717,2024-12-02,226.69
717,2024-12-03,230.62
717,2024-12-04,207.03
717,2024-12-05,243.56
717,2024-12-06,239.61
717,2024-12-07,261.29
717,2024-12-08,228.91
717,2024-12-09,218.87
717,2024-12-10,248.89
717,2024-12-11,209.31
717,2024-12-12,256.29
717,2024-12-13,256.23
718,2023-11-21,243.27
719,2024-01-11,78.73
720,2024-01-30,237.68
721,2024-06-20,265.62
722,2024-01-15,305.14
722,2024-01-29,284.75
722,2024-02-12,292.49
722,2024-02-26,289.93
722,2024-03-11,273.43
722,2024-03-25,267.74
722,2024-04-08,273.01
722,2024-04-22,277.91
722,2024-05-06,240.97
722,2024-05-20,277.81
722,2024-06-03,295.98
722,2024-06-17,254.35
722,2024-07-01,251.68
722,2024-07-15,271.43
722,2024-07-29,243.27
722,2024-08-12,226.59
722,2024-08-26,288.2
722,2024-09-09,248.24
722,2024-09-23,259.97
722,2024-10-07,244.26
722,2024-10-21,291.43
722,2024-11-04,280.84
722,2024-11-18,253.49
722,2024-12-02,230.01
722,2024-12-17,250.84
723,2023-12-17,97.44
724,2023-12-07,241.6
724,2023-12-21,205.68
724,2024-01-04,294.2
724,2024-01-19,223.26
724,2024-02-02,235.44
724,2024-02-16,244.51
724,2024-03-02,220.08
724,2024-03-16,230.55
724,2024-03-30,230.24
724,2024-04-14,207.5
724,2024-04-28,241.32
724,2024-05-12,189.12
724,2024-05-27,274.17
724,2024-06-10,250.18
724,2024-06-24,246.33
724,2024-07-09,186.94
724,2024-07-23,210.54
724,2024-08-06,265.09
724,2024-08-21,334.13
724,2024-09-04,260.22
724,2024-09-18,256.28
724,2024-10-03,243.48
724,2024-10-17,209.16
724,2024-10-31,255.23
724,2024-11-15,202.82
724,2024-11-29,200.09
724,2024-12-14,198.51
725,2024-03-21,200.22
725,2024-03-31,197.32
725,2024-04-11,169.56
725,2024-04-21,180.94
725,2024-05-02,182.19
725,2024-05-12,162.57
725,2024-05-23,185.1
725,2024-06-03,170.67
725,2024-06-13,212.15
725,2024-06-24,214.23
725,2024-07-04,165.36
725,2024-07-15,190.29
725,2024-07-25,244.1
725,2024-08-05,173.18
725,2024-08-16,208.37
725,2024-08-26,200.34
725,2024-09-06,225.03
725,2024-09-16,205.09
725,2024-09-27,186.92
725,2024-10-07,199.37
725,2024-10-18,199.74
725,2024-10-29,195.41
725,2024-11-08,164.73
725,2024-11-19,228.78
725,2024-11-29,224.36
725,2024-12-10,171.6
725,2024-12-21,190.19
726,2024-09-19,98.54
726,2024-09-26,106.39
726,2024-10-03,79.27
726,2024-10-11,119.73
726,2024-10-18,144.38
726,2024-10-25,136.36
726,2024-11-02,112.14
726,2024-11-09,69.29
726,2024-11-16,133.2
726,2024-11-24,118.96
726,2024-12-01,125.91
726,2024-12-08,163.71
726,2024-12-16,94.68
727,2024-02-27,170.01
727,2024-03-09,158.53
727,2024-03-20,127.47
727,2024-04-01,122.37
727,2024-04-12,149.0
727,2024-04-23,126.71
727,2024-05-05,170.88
727,2024-05-16,147.58
727,2024-05-28,142.18
727,2024-06-08,138.9
727,2024-06-19,164.44
727,2024-07-01,158.93
727,2024-07-12,162.91
727,2024-07-24,162.37
727,2024-08-04,156.06
727,2024-08-15,132.03
727,2024-08-27,139.6
727,2024-09-07,147.99
727,2024-09-18,209.49
727,2024-09-30,124.14
727,2024-10-11,147.39
727,2024-10-23,160.32
727,2024-11-03,150.28
727,2024-11-14,184.71
727,2024-11-26,150.15
727,2024-12-07,152.0
727,2024-12-19,178.23
728,2024-01-04,261.03
729,2023-10-18,186.48
730,2024-07-13,176.98
730,2024-08-04,146.32
730,2024-08-27,179.65
730,2024-09-19,130.77
730,2024-10-11,163.56
730,2024-11-03,164.02
730,2024-11-26,185.27
730,2024-12-19,225.09
731,2024-02-11,274.07
731,2024-02-29,286.06
731,2024-03-18,304.36
731,2024-04-05,239.64
731,2024-04-23,238.01
731,2024-05-11,274.66
731,2024-05-30,257.84
731,2024-06-17,263.44
731,2024-07-05,251.72
731,2024-07-23,243.03
731,2024-08-10,298.46
731,2024-08-28,230.44
731,2024-09-16,275.1
731,2024-10-04,271.04
731,2024-10-22,218.46
731,2024-11-09,237.17
731,2024-11-27,241.37
731,2024-12-16,272.05
732,2024-05-28,254.72
732,2024-06-03,198.36
732,2024-06-10,209.05
732,2024-06-17,183.06
732,2024-06-23,180.26
732,2024-06-30,244.39
732,2024-07-07,148.66
732,2024-07-13,203.54
732,2024-07-20,166.29
732,2024-07-27,186.45
732,2024-08-02,180.62
732,2024-08-09,171.93
732,2024-08-16,197.46
732,2024-08-22,132.38
732,2024-08-29,188.69
732,2024-09-05,194.32
732,2024-09-11,162.59
732,2024-09-18,234.41
732,2024-09-25,181.71
732,2024-10-01,190.64
732,2024-10-08,181.77
732,2024-10-15,194.54
732,2024-10-21,229.28
732,2024-10-28,258.4
732,2024-11-04,215.22
732,2024-11-10,223.78
732,2024-11-17,239.49
732,2024-11-24,202.8
732,2024-11-30,235.83
732,2024-12-07,216.39
732,2024-12-14,200.18
733,2024-03-17,102.66
733,2024-04-09,56.76
733,2024-05-03,54.73
733,2024-05-27,100.18
733,2024-06-20,67.51
733,2024-07-14,95.18
733,2024-08-06,98.82
733,2024-08-30,99.93
733,2024-09-23,72.75
733,2024-10-17,117.82
733,2024-11-10,93.13
733,2024-12-04,106.38
734,2024-08-04,217.12
734,2024-08-08,172.93
734,2024-08-13,179.23
734,2024-08-18,168.15
734,2024-08-23,176.46
734,2024-08-28,157.89
734,2024-09-02,189.41
734,2024-09-07,208.7
734,2024-09-11,173.24
734,2024-09-16,190.6
734,2024-09-21,187.35
734,2024-09-26,219.24
734,2024-10-01,177.58
734,2024-10-06,178.49
734,2024-10-11,171.72
734,2024-10-15,164.43
734,2024-10-20,206.1
734,2024-10-25,189.49
734,2024-10-30,194.24
734,2024-11-04,224.73
734,2024-11-09,226.17
734,2024-11-14,151.71
734,2024-11-18,209.06
734,2024-11-23,198.51
734,2024-11-28,181.33
734,2024-12-03,201.06
734,2024-12-08,149.71
734,2024-12-13,229.43
734,2024-12-18,205.74
735,2024-01-12,85.51
736,2024-11-11,102.39
736,2024-11-14,154.94
736,2024-11-17,167.44
736,2024-11-21,134.83
736,2024-11-24,127.88
736,2024-11-28,146.39
737,2024-11-26,110.12
737,2024-11-26,123.74
737,2024-11-26,117.77
737,2024-11-26,122.79
737,2024-11-26,79.41
737,2024-11-26,134.17
737,2024-11-27,117.62
738,2024-08-26,146.46
738,2024-09-04,209.1
738,2024-09-14,143.22
738,2024-09-23,136.68
738,2024-10-03,113.7
738,2024-10-12,176.58
738,2024-10-22,109.39
738,2024-10-31,149.05
738,2024-11-10,126.53
738,2024-11-19,133.64
738,2024-11-29,102.77
739,2024-11-07,172.98
739,2024-11-12,129.06
739,2024-11-18,150.03
739,2024-11-23,162.7
739,2024-11-29,153.52
739,2024-12-05,86.75
740,2024-10-21,187.75
740,2024-10-23,193.25
740,2024-10-25,155.72
740,2024-10-28,200.78
740,2024-10-30,161.87
740,2024-11-02,188.83
740,2024-11-04,199.88
740,2024-11-07,222.83
740,2024-11-09,175.49
740,2024-11-12,232.27
740,2024-11-14,219.65
740,2024-11-16,185.24
740,2024-11-19,168.26
740,2024-11-21,159.88
740,2024-11-24,202.77
740,2024-11-26,177.54
740,2024-11-29,225.96
740,2024-12-01,178.99
740,2024-12-04,173.46
740,2024-12-06,201.82
740,2024-12-08,178.82
740,2024-12-11,196.19
740,2024-12-13,220.63
740,2024-12-16,198.91
740,2024-12-18,199.0
740,2024-12-21,201.1
740,2024-12-23,153.65
740,2024-12-26,205.77
741,2024-11-13,230.67
741,2024-11-14,261.53
741,2024-11-15,228.4
741,2024-11-16,241.89
741,2024-11-18,227.94
741,2024-11-19,247.26
741,2024-11-20,226.3
741,2024-11-21,276.9
741,2024-11-23,286.15
741,2024-11-24,257.56
741,2024-11-25,274.25
741,2024-11-27,197.24
741,2024-11-28,200.18
741,2024-11-29,227.68
741,2024-11-30,236.75
741,2024-12-02,230.76
741,2024-12-03,194.66
741,2024-12-04,264.51
741,2024-12-06,289.57
741,2024-12-07,267.74
741,2024-12-08,262.85
741,2024-12-09,241.37
741,2024-12-11,214.64
741,2024-12-12,237.53
741,2024-12-13,288.36
741,2024-12-15,226.92
741,2024-12-16,224.34
741,2024-12-17,263.4
741,2024-12-18,265.06
741,2024-12-20,214.52
741,2024-12-21,229.18
741,2024-12-22,223.17
741,2024-12-24,237.46
742,2024-02-18,150.08
742,2024-03-19,125.38
742,2024-04-18,180.99
742,2024-05-18,130.81
742,2024-06-18,120.42
743,2024-09-09,180.5
743,2024-09-13,180.11
743,2024-09-18,146.71
743,2024-09-23,184.69
743,2024-09-28,134.84
743,2024-10-02,177.82
743,2024-10-07,192.6
743,2024-10-12,188.94
743,2024-10-17,176.24
743,2024-10-22,184.38
743,2024-10-26,166.91
743,2024-10-31,186.78
743,2024-11-05,187.97
743,2024-11-10,164.01
743,2024-11-14,193.21
743,2024-11-19,193.05
743,2024-11-24,182.36
743,2024-11-29,247.04
743,2024-12-04,183.0
743,2024-12-08,179.53
743,2024-12-13,175.95
743,2024-12-18,162.24
743,2024-12-23,203.66
743,2024-12-28,169.36
744,2023-12-16,121.3
745,2023-10-14,96.77
746,2024-05-22,215.59
746,2024-06-11,209.92
746,2024-07-02,243.88
746,2024-07-22,194.39
746,2024-08-12,198.39
746,2024-09-02,196.53
746,2024-09-22,235.41
746,2024-10-13,196.88
746,2024-11-02,180.61
746,2024-11-23,211.51
746,2024-12-14,176.41
747,2023-09-20,200.1
748,2024-05-01,83.92
748,2024-05-09,167.04
748,2024-05-18,99.38
748,2024-05-27,80.58
748,2024-06-05,61.03
748,2024-06-14,128.12
749,2023-11-01,131.75
749,2023-12-12,139.59
749,2024-01-23,139.19
749,2024-03-05,123.84
749,2024-04-16,127.33
749,2024-05-28,129.15
750,2024-02-22,164.16
750,2024-04-23,142.33
750,2024-06-23,159.14
750,2024-08-23,181.59
750,2024-10-23,118.08
750,2024-12-24,118.23
751,2024-09-23,163.97
751,2024-10-01,198.12
751,2024-10-09,185.62
751,2024-10-17,189.08
751,2024-10-25,203.24
751,2024-11-02,163.28
751,2024-11-10,167.92
751,2024-11-18,188.07
751,2024-11-26,191.97
751,2024-12-04,167.45
751,2024-12-12,215.34
752,2024-06-02,134.12
752,2024-06-27,158.28
752,2024-07-22,114.01
752,2024-08-16,102.41
752,2024-09-10,129.6
752,2024-10-05,138.85
752,2024-10-30,106.33
752,2024-11-24,102.65
753,2024-07-08,154.63
754,2024-05-20,266.67
755,2024-03-20,153.56
755,2024-04-14,92.46
755,2024-05-09,130.42
755,2024-06-03,155.7
755,2024-06-28,167.96
755,2024-07-23,114.1
755,2024-08-17,157.5
755,2024-09-11,130.79
755,2024-10-06,164.71
755,2024-10-31,158.36
755,2024-11-26,177.43
756,2024-03-20,155.01
756,2024-05-22,234.35
756,2024-07-24,133.3
756,2024-09-25,150.58
756,2024-11-28,186.3
757,2024-02-27,125.7
758,2024-01-12,258.47
758,2024-01-26,294.72
758,2024-02-09,212.73
758,2024-02-23,269.99
758,2024-03-09,249.48
758,2024-03-23,277.87
758,2024-04-06,271.5
758,2024-04-21,272.72
758,2024-05-05,237.1
758,2024-05-19,262.15
758,2024-06-02,259.07
758,2024-06-17,275.95
758,2024-07-01,288.3
758,2024-07-15,267.33
758,2024-07-30,231.67
758,2024-08-13,266.26
758,2024-08-27,328.85
758,2024-09-10,304.72
758,2024-09-25,189.21
758,2024-10-09,265.16
758,2024-10-23,286.87
758,2024-11-07,259.01
758,2024-11-21,252.07
758,2024-12-05,256.9
758,2024-12-20,277.38
759,2024-03-15,249.92
760,2023-11-27,186.09
760,2024-02-12,185.68
760,2024-04-30,253.57
761,2023-11-23,70.81
761,2024-02-04,96.74
761,2024-04-18,104.95
761,2024-06-30,142.26
761,2024-09-12,120.52
761,2024-11-25,90.05
762,2024-09-22,248.51
762,2024-09-25,254.53
762,2024-09-29,233.65
762,2024-10-03,253.34
762,2024-10-07,259.13
762,2024-10-11,283.23
762,2024-10-15,255.26
762,2024-10-19,233.27
762,2024-10-23,224.87
762,2024-10-27,270.2
762,2024-10-31,266.78
762,2024-11-04,251.1
762,2024-11-08,253.27
762,2024-11-12,274.67
762,2024-11-16,299.72
762,2024-11-20,245.46
762,2024-11-24,267.18
762,2024-11-28,288.92
762,2024-12-02,245.56
762,2024-12-06,264.57
762,2024-12-10,264.01
762,2024-12-14,232.18
763,2024-05-21,164.82
763,2024-06-15,121.27
763,2024-07-11,151.2
763,2024-08-06,185.49
763,2024-09-01,202.88
763,2024-09-27,182.95
763,2024-10-23,121.52
763,2024-11-18,162.22
763,2024-12-14,138.87
764,2024-07-23,27.86
765,2023-12-06,238.98
765,2023-12-21,234.31
765,2024-01-06,239.02
765,2024-01-22,242.14
765,2024-02-07,222.04
765,2024-02-23,230.98
765,2024-03-10,272.49
765,2024-03-26,232.45
765,2024-04-11,229.97
765,2024-04-26,231.48
765,2024-05-12,223.46
765,2024-05-28,218.02
765,2024-06-13,234.12
765,2024-06-29,216.26
765,2024-07-15,225.27
765,2024-07-31,209.14
765,2024-08-16,231.6
765,2024-08-31,243.51
765,2024-09-16,223.61
765,2024-10-02,178.69
765,2024-10-18,243.66
765,2024-11-03,231.91
765,2024-11-19,204.07
765,2024-12-05,248.24
765,2024-12-21,193.94
766,2024-02-12,91.56
766,2024-03-14,152.74
766,2024-04-15,138.12
766,2024-05-17,134.36
766,2024-06-17,129.84
766,2024-07-19,145.1
766,2024-08-20,136.15
766,2024-09-20,101.86
766,2024-10-22,180.08
766,2024-11-23,142.17
767,2024-05-22,122.4
767,2024-06-01,158.21
767,2024-06-12,140.27
767,2024-06-22,141.73
767,2024-07-03,127.27
767,2024-07-13,139.36
767,2024-07-24,155.08
767,2024-08-03,160.75
767,2024-08-14,135.22
767,2024-08-24,152.59
767,2024-09-04,177.07
767,2024-09-15,113.3
767,2024-09-25,154.71
767,2024-10-06,131.09
767,2024-10-16,128.55
767,2024-10-27,161.39
767,2024-11-06,141.23
767,2024-11-17,124.44
767,2024-11-27,187.97
767,2024-12-08,177.87
767,2024-12-19,106.56
768,2024-09-26,216.62
768,2024-09-28,261.25
768,2024-10-01,239.15
768,2024-10-04,231.22
768,2024-10-07,198.19
768,2024-10-10,236.02
768,2024-10-13,191.84
768,2024-10-16,256.37
768,2024-10-18,234.29
768,2024-10-21,203.12
768,2024-10-24,243.86
768,2024-10-27,279.78
768,2024-10-30,218.3
768,2024-11-02,237.5
768,2024-11-05,212.94
768,2024-11-08,225.87
768,2024-11-10,186.06
768,2024-11-13,223.73
768,2024-11-16,224.83
768,2024-11-19,268.71
768,2024-11-22,178.86
768,2024-11-25,216.72
768,2024-11-28,255.94
768,2024-11-30,217.69
768,2024-12-03,219.45
768,2024-12-06,202.91
768,2024-12-09,200.42
768,2024-12-12,178.09
768,2024-12-15,208.01
768,2024-12-18,199.0
768,2024-12-21,226.69
769,2024-03-01,139.92
770,2024-09-02,136.29
770,2024-09-10,160.83
770,2024-09-18,137.36
770,2024-09-26,118.9
770,2024-10-04,131.07
770,2024-10-12,82.88
770,2024-10-21,130.66
770,2024-10-29,124.14
770,2024-11-06,110.81
770,2024-11-14,115.34
770,2024-11-22,123.89
770,2024-11-30,158.96
770,2024-12-09,161.45
771,2024-04-09,112.0
772,2024-02-07,230.89
773,2024-01-02,165.24
773,2024-02-03,131.1
773,2024-03-07,109.75
774,2024-09-24,273.02
774,2024-09-27,233.64
774,2024-09-30,230.14
774,2024-10-04,265.77
774,2024-10-07,227.43
774,2024-10-11,269.84
774,2024-10-14,258.07
774,2024-10-18,227.44
774,2024-10-21,247.49
774,2024-10-25,235.56
774,2024-10-28,258.0
774,2024-10-31,296.47
774,2024-11-04,240.01
774,2024-11-07,262.62
774,2024-11-11,249.89
774,2024-11-14,249.88
774,2024-11-18,245.15
774,2024-11-21,227.84
774,2024-11-25,257.66
774,2024-11-28,242.06
774,2024-12-01,226.66
774,2024-12-05,274.63
774,2024-12-08,251.75
774,2024-12-12,243.57
774,2024-12-15,282.78
774,2024-12-19,203.38
774,2024-12-22,281.1
774,2024-12-26,227.27
775,2024-01-28,108.4
775,2024-02-23,164.32
775,2024-03-20,177.88
775,2024-04-15,125.95
776,2023-07-26,226.68
777,2024-02-26,102.41
777,2024-03-25,152.3
777,2024-04-22,207.51
777,2024-05-20,144.91
777,2024-06-18,181.08
777,2024-07-16,191.28
777,2024-08-13,161.0
777,2024-09-11,164.33
777,2024-10-09,118.41
777,2024-11-06,143.41
777,2024-12-05,183.99
778,2023-10-24,173.02
778,2023-12-13,224.49
778,2024-02-01,158.93
778,2024-03-22,209.83
778,2024-05-12,173.03
779,2023-03-25,96.16
779,2023-06-01,109.49
779,2023-08-08,136.56
779,2023-10-16,115.47
779,2023-12-23,136.51
779,2024-03-01,89.25
780,2024-10-05,149.52
780,2024-10-16,145.84
780,2024-10-28,126.52
780,2024-11-08,180.45
780,2024-11-20,141.41
780,2024-12-01,186.14
780,2024-12-13,150.8
780,2024-12-25,166.69
781,2024-10-19,78.57
782,2024-01-03,217.63
783,2023-10-26,203.08
784,2024-05-08,75.28
785,2024-01-12,176.88
785,2024-02-22,126.15
785,2024-04-03,109.61
785,2024-05-15,164.37
785,2024-06-25,108.97
785,2024-08-05,96.28
785,2024-09-16,167.18
785,2024-10-27,148.45
785,2024-12-08,156.3
786,2023-08-09,69.98
786,2023-10-18,92.82
786,2023-12-27,67.81
786,2024-03-06,107.3
787,2024-04-03,165.22
787,2024-05-04,168.04
787,2024-06-05,146.95
787,2024-07-06,160.15
787,2024-08-07,161.45
787,2024-09-08,94.83
787,2024-10-09,171.71
787,2024-11-10,159.3
787,2024-12-12,169.65
788,2024-04-12,115.08
788,2024-05-21,160.98
788,2024-06-30,107.24
789,2024-04-04,196.32
790,2024-09-22,195.25
790,2024-10-09,198.42
790,2024-10-27,171.41
790,2024-11-13,172.09
790,2024-12-01,161.0
790,2024-12-19,181.39
791,2024-04-18,152.01
791,2024-06-17,166.62
791,2024-08-17,146.96
791,2024-10-16,181.87
791,2024-12-16,119.37
792,2023-10-30,164.6
792,2023-12-08,127.19
792,2024-01-16,148.96
792,2024-02-24,133.88
792,2024-04-03,160.58
792,2024-05-12,161.58
792,2024-06-20,173.69
792,2024-07-29,202.43
792,2024-09-06,188.36
792,2024-10-15,130.88
792,2024-11-23,186.64
793,2024-05-28,195.52
793,2024-06-11,201.2
793,2024-06-26,178.79
793,2024-07-10,191.53
793,2024-07-25,225.69
793,2024-08-08,178.49
793,2024-08-23,170.34
793,2024-09-07,194.54
793,2024-09-21,167.82
793,2024-10-06,153.02
793,2024-10-20,187.48
793,2024-11-04,232.3
793,2024-11-18,195.12
793,2024-12-03,200.55
793,2024-12-18,142.83
794,2024-04-01,208.24
794,2024-04-09,207.99
794,2024-04-17,177.25
794,2024-04-26,212.03
794,2024-05-04,233.66
794,2024-05-13,198.04
794,2024-05-21,182.04
794,2024-05-30,199.3
794,2024-06-07,225.1
794,2024-06-16,173.08
794,2024-06-24,218.2
794,2024-07-02,186.78
794,2024-07-11,209.79
794,2024-07-19,189.63
794,2024-07-28,189.56
794,2024-08-05,241.81
794,2024-08-14,168.51
794,2024-08-22,215.87
794,2024-08-31,247.02
794,2024-09-08,220.87
794,2024-09-17,170.46
794,2024-09-25,171.7
794,2024-10-03,184.94
794,2024-10-12,207.68
794,2024-10-20,209.38
794,2024-10-29,171.94
794,2024-11-06,181.92
794,2024-11-15,183.45
794,2024-11-23,199.22
794,2024-12-02,253.35
794,2024-12-10,180.4
794,2024-12-19,179.31
795,2024-08-07,168.03
795,2024-09-03,146.66
795,2024-09-30,160.0
795,2024-10-27,149.28
795,2024-11-23,176.46
795,2024-12-20,236.18
796,2024-04-25,162.7
796,2024-05-02,214.62
796,2024-05-10,213.26
796,2024-05-18,184.63
796,2024-05-26,226.61
796,2024-06-03,196.81
796,2024-06-11,215.65
796,2024-06-19,203.69
796,2024-06-27,191.85
796,2024-07-05,172.41
796,2024-07-13,192.64
796,2024-07-20,217.33
796,2024-07-28,183.58
796,2024-08-05,207.27
796,2024-08-13,169.21
796,2024-08-21,215.78
796,2024-08-29,204.1
796,2024-09-06,166.23
796,2024-09-14,190.68
796,2024-09-22,219.57
796,2024-09-30,164.8
796,2024-10-07,169.51
796,2024-10-15,194.54
796,2024-10-23,249.61
796,2024-10-31,179.47
796,2024-11-08,208.66
796,2024-11-16,202.78
796,2024-11-24,181.54
796,2024-12-02,200.31
796,2024-12-10,185.08
796,2024-12-18,187.34
796,2024-12-26,154.75
797,2024-11-23,178.41
797,2024-11-23,204.24
797,2024-11-23,191.48
797,2024-11-23,175.48
797,2024-11-23,161.27
797,2024-11-23,164.82
797,2024-11-23,140.21
797,2024-11-24,170.3
798,2023-11-27,202.0
798,2023-12-26,187.63
798,2024-01-25,218.45
798,2024-02-23,243.91
